Date,BAJFINANCE,HDFCBANK,ICICIBANK,INFY,RELIANCE,SBIN,TCS,WIPRO
2021-02-05,542.5361328125,756.6038208007812,593.998291015625,1096.1357421875,868.2738037109375,356.297607421875,2738.94384765625,196.5826416015625
2021-02-12,546.3465576171875,749.1921997070312,626.3506469726562,1128.620849609375,921.46484375,356.3428955078125,2767.435546875,204.18173217773438
2021-02-19,538.5590209960938,728.8989868164062,603.5734252929688,1112.679931640625,938.9317626953125,362.1437683105469,2664.26806640625,198.615234375
2021-02-26,515.7303466796875,726.6731567382812,578.1364135742188,1079.936279296875,941.4142456054688,353.623779296875,2510.275390625,189.53793334960938
2021-03-05,533.3624267578125,724.5894165039062,589.4525146484375,1134.566650390625,983.3440551757812,347.7322692871094,2608.9326171875,194.41148376464844
2021-03-12,544.4266967773438,734.984619140625,592.7409057617188,1184.6728515625,964.7939453125,345.42108154296875,2652.2119140625,196.4209747314453
2021-03-19,534.1803588867188,709.19775390625,567.4005737304688,1158.4779052734375,939.6990356445312,336.402587890625,2645.49072265625,189.6303253173828
2021-03-26,507.71258544921875,706.2615356445312,559.5663452148438,1151.369140625,900.274169921875,323.7586364746094,2659.8876953125,186.58143615722656
2021-04-02,516.4405517578125,704.1066284179688,574.8963012695312,1193.5911865234375,912.5507202148438,335.9493713378906,2745.058349609375,192.35581970214844
2021-04-09,477.2726745605469,673.3234252929688,547.62158203125,1241.7158203125,894.5872192382812,319.9517822265625,2881.44384765625,207.9235076904297
2021-04-16,452.2252197265625,676.5912475585938,548.3469848632812,1166.4913330078125,872.0425415039062,308.0782775878906,2771.208251953125,216.7467803955078
2021-04-23,457.2405700683594,669.7242431640625,551.24853515625,1149.30126953125,859.517822265625,304.95123291015625,2696.921630859375,219.74942016601562
2021-04-30,534.0481567382812,668.8480224609375,580.796142578125,1167.0084228515625,900.2064819335938,320.40496826171875,2632.87109375,227.62567138671875
2021-05-07,538.1525268554688,670.0083618164062,587.1796264648438,1165.45751953125,871.8847045898438,324.7103271484375,2717.21728515625,238.01954650878906
2021-05-14,522.1414794921875,656.7952270507812,577.701171875,1134.30810546875,874.3896484375,326.704345703125,2646.61767578125,230.25880432128906
2021-05-21,551.6655883789062,709.1030883789062,621.36962890625,1167.1375732421875,903.8397827148438,363.6392822265625,2671.77001953125,236.84156799316406
2021-05-28,549.6085815429688,712.015625,621.949951171875,1210.6953125,945.476318359375,382.5373229980469,2739.83447265625,248.85227966308594
2021-06-04,587.0963134765625,710.8316650390625,621.6114501953125,1206.863037109375,988.6700439453125,396.6343688964844,2739.96533203125,250.0071563720703
2021-06-11,599.4927978515625,703.917236328125,614.8411254882812,1260.210205078125,1002.3753051757812,392.9753723144531,2853.31103515625,256.05865478515625
2021-06-18,596.2651977539062,700.8152465820312,609.715087890625,1309.3331298828125,1008.0367431640625,377.6990966796875,2873.79296875,253.97988891601562
2021-06-25,595.1632080078125,717.5328979492188,627.7047119140625,1371.0848388671875,953.1431274414062,392.24359130859375,2946.568359375,252.9174041748047
2021-07-02,587.5176391601562,704.1337280273438,619.2418823242188,1365.5107421875,964.284912109375,388.2187194824219,2898.327392578125,248.80601501464844
2021-07-09,602.0459594726562,714.4075927734375,617.5975952148438,1361.242919921875,938.0836181640625,387.6241455078125,2796.093505859375,242.89308166503906
2021-07-16,600.9961547851562,724.0867919921875,638.6339721679688,1354.7540283203125,956.7438354492188,393.34130859375,2790.53515625,266.8913879394531
2021-07-23,606.4366455078125,686.2260131835938,654.447509765625,1385.2381591796875,953.7092895507812,392.3350830078125,2806.301025390625,276.777099609375
2021-07-30,611.067626953125,678.47314453125,662.038330078125,1402.701416015625,921.8239135742188,394.9878845214844,2766.64599609375,271.2337341308594
2021-08-06,610.6947631835938,709.9603881835938,676.7341918945312,1437.2789306640625,946.168212890625,398.5096130371094,2890.98291015625,276.245849609375
2021-08-13,604.0475463867188,725.9179077148438,683.6697387695312,1491.2789306640625,971.8032836914062,394.43902587890625,3025.146728515625,284.3299865722656
2021-08-20,653.5513305664062,720.471923828125,660.2922973632812,1509.351806640625,972.98095703125,372.0277099609375,3109.086669921875,286.4318542480469
2021-08-27,683.5253295898438,736.5009155273438,678.7711791992188,1488.3177490234375,1008.829345703125,377.2875061035156,3249.407470703125,293.3149719238281
2021-09-03,738.1555786132812,749.6284790039062,702.5851440429688,1481.219482421875,1081.79443359375,394.6219482421875,3355.8828125,302.6231689453125
2021-09-10,729.0553588867188,746.0849609375,698.6566162109375,1473.337158203125,1098.5977783203125,395.4452209472656,3311.641845703125,305.9723205566406
2021-09-17,728.8739013671875,752.5298461914062,698.5595703125,1473.0758056640625,1082.722900390625,415.3866882324219,3343.47998046875,307.3119812011719
2021-09-24,764.646484375,761.7572631835938,701.2756958007812,1536.264892578125,1124.459228515625,403.1748352050781,3381.431396484375,312.5089111328125
